idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고,instance_type,instance_vcpu,instance_hourly_rate,compute_cost_usd,storage_cost_usd,total_cost_usd
237,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MetaAnalysis,multi_meta_Harmonization,R,4.4.2,4.0,32.0,0.8,1.0,7680.0,,,c6i.4xlarge,16,0.68,0.544,0.0006666666666666668,0.5446666666666667
238,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,FineMapping,Finemap,"plink
susieR","1.90
0.14.2",10.0,24.0,0.2,1.0,1900.0,,,c6i.4xlarge,16,0.68,0.136,4.123263888888889e-05,0.1360412326388889
239,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,Genebased,MAGMA,magma,1.10,16.0,64.0,0.2,1.0,335.0,,,c6i.8xlarge,32,1.36,0.272,7.269965277777778e-06,0.2720072699652778
240,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,Genebased,mBAT_combo,gcta64,1.94.1,16.0,64.0,0.4,1.0,483.0,,,c6i.8xlarge,32,1.36,0.544,2.096354166666667e-05,0.5440209635416667
241,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,Genebased,sumFREGAT,sumFREGAT,1.2.5,64.0,500.0,3.7,1.0,2150.0,,,r6i.16xlarge,64,4.032,14.9184,0.0008631727430555556,14.919263172743056
242,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,Genebased,Gene_based_report,quarto,1.7.31,16.0,32.0,0.1,1.0,9.0,,,c6i.4xlarge,16,0.68,0.068,9.765625e-08,0.06800009765625001
243,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MetaAnalysis,SingleMeta,METAL,2020-05-05,64.0,16.0,0.5,1.0,2355.0,,,c6i.16xlarge,64,2.72,1.36,0.00012776692708333333,1.3601277669270835
244,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MetaAnalysis,MultiMeta,MR-MEGA,0.2,16.0,8.0,0.2,1.0,4300.0,,,c6i.4xlarge,16,0.68,0.136,9.331597222222223e-05,0.13609331597222224
245,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MR_Coloc,Coloc_GWAS,"python
coloc
locuscomparer","3.9.21
5.2.3
1.0.0",16.0,4.0,0.6,1.0,2200.0,,,c6i.4xlarge,16,0.68,0.40800000000000003,0.00014322916666666667,0.4081432291666667
246,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MR_Coloc,TwoMR_GWAS,"TwoSampleMR
MendelianRandomization","0.6.17
0.10.0",16.0,128.0,0.1,1.0,1.0,,,c6i.16xlarge,64,2.72,0.272,1.0850694444444445e-08,0.2720000108506945
247,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MR_Coloc,Coloc_eQTL,"coloc
locuscomparer","5.2.3
1.0.0",16.0,4.0,0.1,1.0,782.0,,,c6i.4xlarge,16,0.68,0.068,8.485243055555557e-06,0.06800848524305556
248,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,MR_Coloc,TwoMR_eQTL,"TwoSampleMR
MendelianRandomization","0.6.17
0.10.0",32.0,128.0,0.4,1.0,8.0,,,c6i.16xlarge,64,2.72,1.088,3.4722222222222224e-07,1.0880003472222224
249,DNA Chip,Post GWAS,Post-GWAS downstream analysis,Microarray,Inhouse,1.0.0,report,All_analysis_report,quarto,1.7.31,4.0,8.0,0.1,1.0,380.0,,,c6i.xlarge,4,0.17,0.017,4.123263888888889e-06,0.01700412326388889
250,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,FlowlessInspection,FlowlessInspection,perl,5.38.2,1.0,8.0,0.01,1.0,7854.08,서윤지,"Axiom, 288ea 샘플 기준",c6i.xlarge,4,0.17,0.0017000000000000001,8.522222222222222e-06,0.0017085222222222223
251,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,GetVersionAPT,GetVersionAPT,apt_tool,2.11.4,1.0,1.0,0.01,1.0,0.03,,,c6i.large,2,0.085,0.0008500000000000001,3.2552083333333334e-11,0.0008500000325520834
252,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,ScatterProbesetList,ScatterProbesetList,bash,4.4.20,1.0,1.0,0.01,1.0,9.8,,,c6i.large,2,0.085,0.0008500000000000001,1.0633680555555556e-08,0.0008500106336805556
253,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,AptGenoQC,AptGenoQC,apt-geno-qc,2.10.0,2.0,1.0,0.13,1.0,1.2,,,c6i.large,2,0.085,0.01105,1.6927083333333336e-08,0.011050016927083335
254,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,Genotype call,GenotypeCall,"apt-genotype-axiom
apt-format-result",2.11.3,2.0,16.0,0.43,2.0,8519.68,,,c6i.2xlarge,8,0.34,0.2924,0.0003975111111111111,0.29279751111111113
255,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,Genotype call,GenotypeCallIgnoreDQC,"apt-genotype-axiom
apt-format-result",2.11.3,2.0,16.0,0.4,2.0,8519.68,,,c6i.2xlarge,8,0.34,0.272,0.00036977777777777785,0.2723697777777778
256,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,SNPolisher,SNPolisher,"ps-metrics
ps-classification",2.11.0,2.0,2.0,0.05,2.0,168.78,,,c6i.large,2,0.085,0.0085,9.156901041666667e-07,0.008500915690104168
257,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,SNPolisher,SNPolisherIgnoreDQC,"ps-metrics
ps-classification",2.11.0,2.0,2.0,0.05,2.0,168.78,,,c6i.large,2,0.085,0.0085,9.156901041666667e-07,0.008500915690104168
258,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,CallToPlink,CallToPlink,"perl
plink","5.38.2
v1.9.0-b.7.11",4.0,2.0,0.02,2.0,600.0,,,c6i.xlarge,4,0.17,0.0068000000000000005,1.3020833333333335e-06,0.006801302083333334
259,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,CallToPlink,CallToPlinkIgnoreDQC,"perl
plink","5.38.2
v1.9.0-b.7.11",4.0,2.0,0.02,2.0,600.0,,,c6i.xlarge,4,0.17,0.0068000000000000005,1.3020833333333335e-06,0.006801302083333334
260,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,MergePlink,MergePlink,plink,v1.9.0-b.7.11,8.0,2.0,0.01,1.0,81.0,,,c6i.2xlarge,8,0.34,0.0034000000000000002,8.7890625e-08,0.0034000878906250004
261,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,MergePlink,MergePlinkIgnoreDQC,plink,v1.9.0-b.7.11,8.0,2.0,0.01,1.0,81.0,,,c6i.2xlarge,8,0.34,0.0034000000000000002,8.7890625e-08,0.0034000878906250004
262,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,PlinkBasicQC,PlinkBasicQC,plink,v1.9.0-b.7.11,4.0,2.0,0.01,1.0,463.0,,,c6i.xlarge,4,0.17,0.0017000000000000001,5.023871527777778e-07,0.001700502387152778
263,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,PlinkBasicQC,PlinkBasicQCIgnoreDQC,plink,v1.9.0-b.7.11,4.0,2.0,0.02,1.0,463.0,,,c6i.xlarge,4,0.17,0.0034000000000000002,1.0047743055555555e-06,0.003401004774305556
264,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,MakeSummaryAndDB,MakeSummaryAndDB,bash,4.4.20,1.0,1.0,0.01,1.0,0.19,,,c6i.large,2,0.085,0.0008500000000000001,2.0616319444444446e-10,0.0008500002061631945
265,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,MakeSummaryAndDB,MakeSummaryAndDBIgnoreDQC,bash,4.4.20,1.0,1.0,0.01,1.0,0.19,,,c6i.large,2,0.085,0.0008500000000000001,2.0616319444444446e-10,0.0008500002061631945
266,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,Report,Report,R,4.1.3,1.0,4.0,0.08,1.0,2457.6,,,c6i.large,2,0.085,0.0068000000000000005,2.1333333333333335e-05,0.006821333333333334
267,DNA Chip,Human 기본분석,Axiom Human Best Practice Analysis,Axiom Microarray,BestPractice,-,Report,ReportIgnoreDQC,R,4.1.3,1.0,4.0,0.09,1.0,2457.6,,,c6i.large,2,0.085,0.0076500000000000005,2.4e-05,0.007674
268,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,GetVersionAPT,GetVersionAPT,apt_tool,2.11.4,1.0,1.0,0.01,1.0,0.03,서윤지,"Axiom, 1305ea 샘플 기준",c6i.large,2,0.085,0.0008500000000000001,3.2552083333333334e-11,0.0008500000325520834
269,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,AptGenoQC,AptGenoQC,apt-geno-qc,2.10.0,2.0,1.0,0.58,1.0,4.2,,,c6i.large,2,0.085,0.049300000000000004,2.6432291666666667e-07,0.04930026432291667
270,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,FlowlessInspection,FlowlessInspection,perl,5.38.2,1.0,8.0,0.04,1.0,35840.0,,,c6i.xlarge,4,0.17,0.0068000000000000005,0.0001555555555555556,0.006955555555555556
271,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,FirstGenotypeCall,FirstGenotypeCall,"apt-genotype-axiom
apt-format-result",2.11.3,2.0,32.0,2.3,1.0,64512.0,,,c6i.4xlarge,16,0.68,1.564,0.0161,1.5801
272,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,FirstCallToPlink,FirstCallToPlink,plink,v1.9.0-b.7.11,4.0,8.0,0.08,1.0,5427.2,,,c6i.xlarge,4,0.17,0.013600000000000001,4.711111111111111e-05,0.013647111111111112
273,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,FirstSNPolisher,FirstSNPolisher,"ps-metrics
ps-classification",2.11.0,2.0,2.0,0.28,1.0,306.0,,,c6i.large,2,0.085,0.023800000000000005,9.296875e-06,0.023809296875000004
274,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,FirstMakeSummaryAndDB,FirstMakeSummaryAndDB,bash,4.4.20,1.0,1.0,0.01,1.0,1.2,,,c6i.large,2,0.085,0.0008500000000000001,1.3020833333333334e-09,0.0008500013020833334
275,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,FirstQC,FirstQC,plink,v1.9.0-b.7.11,1.0,2.0,0.02,1.0,1126.4,,,c6i.large,2,0.085,0.0017000000000000001,2.4444444444444447e-06,0.0017024444444444446
276,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,SecondGenotypeCall,SecondGenotypeCall,"apt-genotype-axiom
apt-format-result",2.11.3,2.0,32.0,2.2,1.0,64512.0,,,c6i.4xlarge,16,0.68,1.4960000000000002,0.015400000000000004,1.5114000000000003
277,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,SecondCallToPlink,SecondCallToPlink,plink,v1.9.0-b.7.11,4.0,8.0,0.08,1.0,5017.6,,,c6i.xlarge,4,0.17,0.013600000000000001,4.355555555555556e-05,0.013643555555555556
278,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,SecondMakeSummaryAndDB,SecondMakeSummaryAndDB,"ps-metrics
ps-classification",2.11.0,1.0,2.0,0.01,1.0,1.3,,,c6i.large,2,0.085,0.0008500000000000001,1.410590277777778e-09,0.0008500014105902779
279,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,SecondSNPolisher,SecondSNPolisher,bash,4.4.20,2.0,2.0,0.29,1.0,296.0,,,c6i.large,2,0.085,0.024650000000000002,9.31423611111111e-06,0.02465931423611111
280,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,SecondQC,SecondQC,plink,v1.9.0-b.7.11,1.0,2.0,0.05,1.0,2252.8,,,c6i.large,2,0.085,0.00425,1.2222222222222224e-05,0.004262222222222223
281,DNA Chip,Human 보건원분석,Axiom Human KNIH Protocol Analysis,Axiom Microarray,KNIHprotocol,-,Report,Report,R,4.1.3,1.0,4.0,0.05,1.0,4710.4,,,c6i.large,2,0.085,0.00425,2.5555555555555554e-05,0.004275555555555556
282,DNA Chip,GWAS,Genome-Wide Assocication Stuty(GWAS),Microarray,Inhouse,1.0.0,Regression,Regression,plink,v1.9.0-b.7.11,1.0,4.0,0.35,1.0,1843.2,서윤지,427ea 샘플기준,c6i.large,2,0.085,0.02975,7.000000000000001e-05,0.02982
283,DNA Chip,GWAS,Genome-Wide Assocication Stuty(GWAS),Microarray,Inhouse,1.0.0,VisualInspection,VisualInspection,Python,3.8.12,1.0,2.0,1.0,1.0,400.0,,,c6i.large,2,0.085,0.085,4.340277777777778e-05,0.08504340277777779
284,DNA Chip,GWAS,Genome-Wide Assocication Stuty(GWAS),Microarray,Inhouse,1.0.0,Cluster QC,Cluster QC,Python,3.8.12,1.0,2.0,0.05,1.0,8.7,,,c6i.large,2,0.085,0.00425,4.7200520833333334e-08,0.004250047200520833
285,DNA Chip,GWAS,Genome-Wide Assocication Stuty(GWAS),Microarray,Inhouse,1.0.0,Locuszoom,Locuszoom,locuszoom,1.4,2.0,4.0,0.97,1.0,55.0,,,c6i.large,2,0.085,0.08245000000000001,5.788845486111112e-06,0.08245578884548611
286,DNA Chip,GWAS,Genome-Wide Assocication Stuty(GWAS),Microarray,Inhouse,1.0.0,GWAS plot,GWAS plot,R,4.1.3,1.0,2.0,0.02,1.0,0.01,,,c6i.large,2,0.085,0.0017000000000000001,2.170138888888889e-11,0.001700000021701389
287,DNA Chip,DNAGPS,DNAGPS,Axiom Microarray,Inhouse,1.0.0,Genotype call,GenotypeCall,apt-genotype-axiom,2.11.3,2.0,8.0,0.12,1.0,3.0,서윤지,"VN, 96ea(target 8ea) 샘플 기준",c6i.xlarge,4,0.17,0.0204,3.90625e-08,0.0204000390625
288,DNA Chip,DNAGPS,DNAGPS,Axiom Microarray,Inhouse,1.0.0,CallToPlink,CallToPlink,"perl
plink","5.38.2
v1.9.0-b.7.11",2.0,4.0,0.02,1.0,0.45,,,c6i.large,2,0.085,0.0017000000000000001,9.765625000000002e-10,0.0017000009765625
289,DNA Chip,DNAGPS,DNAGPS,Axiom Microarray,Inhouse,1.0.0,SNPolisher,SNPolisher,"ps-metrics
ps-classification",2.11.0,2.0,4.0,0.02,1.0,0.31,,,c6i.large,2,0.085,0.0017000000000000001,6.727430555555555e-10,0.0017000006727430556
290,DNA Chip,DNAGPS,DNAGPS,Axiom Microarray,Inhouse,1.0.0,Cluster QC,Cluster QC,Python,3.8.12,1.0,2.0,0.02,1.0,40.0,,,c6i.large,2,0.085,0.0017000000000000001,8.680555555555556e-08,0.0017000868055555556
291,DNA Chip,PRS,Polygenic Rist Score(PRS) Analysis,Microarray,Inhouse,1.0.0,plink GRS,plink GRS,plink,v1.9.0-b.7.11,4.0,8.0,0.02,1.0,0.57,서윤지,"1개 phenotype, variant 수 70개 미만 기준",c6i.xlarge,4,0.17,0.0034000000000000002,1.2369791666666667e-09,0.003400001236979167
292,DNA Chip,PRS,Polygenic Rist Score(PRS) Analysis,Microarray,Inhouse,1.0.0,PRSice2,PRSice2,PRSice2,2.3.5,4.0,8.0,0.02,1.0,0.74,,,c6i.xlarge,4,0.17,0.0034000000000000002,1.605902777777778e-09,0.003400001605902778
293,DNA Chip,PRS,Polygenic Rist Score(PRS) Analysis,Microarray,Inhouse,1.0.0,PRScs,PRScs,PRScs,v1.1.0,4.0,8.0,0.02,1.0,2.2,,,c6i.xlarge,4,0.17,0.0034000000000000002,4.774305555555556e-09,0.0034000047743055557
294,DNA Chip,PRS,Polygenic Rist Score(PRS) Analysis,Microarray,Inhouse,1.0.0,LDpred2,LDpred2,bigsnpr,1.12.18,4.0,32.0,0.02,1.0,1331.2,,,c6i.4xlarge,16,0.68,0.013600000000000001,2.8888888888888894e-06,0.01360288888888889
295,DNA Chip,Human 기본분석,Illumina Human Analysis,Illumina Microarray,Inhouse,1.0.0,Reprocessing_Sample,Reprocessing_Sample,Python,3.9.12,2.0,4.0,0.02,1.0,0.12,서윤지,"iScan, 48ea 샘플 기준, array-analysis-cli 이용 분석",c6i.large,2,0.085,0.0017000000000000001,2.6041666666666667e-10,0.0017000002604166669
296,DNA Chip,Human 기본분석,Illumina Human Analysis,Illumina Microarray,Inhouse,1.0.0,Genotype call,Genotype call,array-analysis-cli,v1.0,2.0,32.0,0.27,1.0,6553.6,,,c6i.4xlarge,16,0.68,0.1836,0.00019200000000000003,0.183792
297,DNA Chip,Human 기본분석,Illumina Human Analysis,Illumina Microarray,Inhouse,1.0.0,CallToPlink,CallToPlink,plink2,v2.00a3LM,2.0,4.0,0.05,1.0,1536.0,,,c6i.large,2,0.085,0.00425,8.333333333333335e-06,0.004258333333333334
298,DNA Chip,Human 기본분석,Illumina Human Analysis,Illumina Microarray,Inhouse,1.0.0,Plink2BasicQC,Plink2BasicQC,plink2,v2.00a3LM,2.0,4.0,0.04,1.0,241.0,,,c6i.large,2,0.085,0.0034000000000000002,1.0460069444444446e-06,0.0034010460069444446
299,DNA Chip,Human 기본분석,Illumina Human Analysis,Illumina Microarray,Inhouse,1.0.0,SummaryAndReport,SummaryAndReport,"R
plink2","4.1.3
v2.00a3LM",2.0,4.0,0.05,1.0,263.0,,,c6i.large,2,0.085,0.00425,1.4268663194444445e-06,0.004251426866319445
300,DNA Chip,CNV analysis,Illumina Copy Number Variation(CNV) analysis,Illumina Microarray,Inhouse,1.0.0,Genome Studio cnvPartition,Genome Studio cnvPartition,cnvPartition plugi,3.2.0,4.0,4.0,0.5,1.0,983.0,서윤지,"window 실행, 48ea 샘플 기준",c6i.xlarge,4,0.17,0.085,5.3331163194444444e-05,0.08505333116319445
301,DNA Chip,CNV analysis,Illumina Copy Number Variation(CNV) analysis,Illumina Microarray,Inhouse,1.0.0,Genome Studio CNV Region Report,Genome Studio CNV Region Report,CNV Region Report plugin,2.1.1,4.0,4.0,2.0,1.0,6348.8,,,c6i.xlarge,4,0.17,0.34,0.001377777777777778,0.3413777777777778
302,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,Individuals,Individuals,bcftools,1.2,4.0,4.0,0.02,1.0,0.06,서윤지,"샘플 860ea, Olink HT (5414개 단백질) 기준",c6i.xlarge,4,0.17,0.0034000000000000002,1.3020833333333334e-10,0.0034000001302083335
303,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,GenoDataInput,GenoDataInput,"bcftools
plink","1.2
1,9",32.0,64.0,0.02,1.0,164864.0,,,c6i.8xlarge,32,1.36,0.027200000000000002,0.0003577777777777778,0.027557777777777778
304,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,ProteinDataInput,ProteinDataInput,bash,4.4.20,16.0,32.0,0.01,1.0,163.47,,,c6i.4xlarge,16,0.68,0.0068000000000000005,1.7737630208333335e-07,0.006800177376302084
305,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,chunk_proteins,chunk_proteins,python,3.7.12,4.0,8.0,0.01,1.0,0.07,,,c6i.xlarge,4,0.17,0.0017000000000000001,7.595486111111113e-11,0.0017000000759548612
306,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,run_GWAS,run_GWAS,plink,v1.90b7.2,16.0,32.0,0.07,1.0,967.0,,,c6i.4xlarge,16,0.68,0.04760000000000001,7.344835069444446e-06,0.047607344835069454
307,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,GWASsummary,GWASsummary,ldsc,v1.0.1,16.0,32.0,0.01,1.0,639.0,,,c6i.4xlarge,16,0.68,0.0068000000000000005,6.933593750000001e-07,0.006800693359375
308,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,LDrefData,LDrefData,plink,v1.90b7.2,16.0,32.0,0.06,1.0,63488.0,,,c6i.4xlarge,16,0.68,0.0408,0.0004133333333333333,0.04121333333333334
309,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,FUSION_wgt,FUSION_wgt,R,4.3.3,64.0,500.0,84.0,56.0,7065.6,,,r6i.16xlarge,64,4.032,18966.528,0.0644,18966.592399999998
310,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWASO_format,PWASO_format,bash,4.4.20,4.0,4.0,0.07,1.0,7475.2,,,c6i.xlarge,4,0.17,0.011900000000000003,5.677777777777778e-05,0.01195677777777778
311,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWASO_Model,PWASO_Model,TIGAR,v1,64.0,16.0,2.0,22.0,185.0,,,c6i.16xlarge,64,2.72,119.68,4.0147569444444445e-05,119.68004014756946
312,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,FUSION_assoc_test,FUSION_assoc_test,R,4.3.3,64.0,64.0,0.34,1.0,189.0,,,c6i.16xlarge,64,2.72,0.9248000000000002,6.9726562500000005e-06,0.9248069726562502
313,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,FUSION_assoc_final,FUSION_assoc_final,bash,4.4.20,64.0,64.0,0.01,1.0,0.62,,,c6i.16xlarge,64,2.72,0.027200000000000002,6.727430555555555e-10,0.027200000672743058
314,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,FUSION_exel,FUSION_exel,R,4.3.3,16.0,8.0,0.02,1.0,0.44,,,c6i.4xlarge,16,0.68,0.013600000000000001,9.548611111111111e-10,0.013600000954861111
315,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWASO_preFusion,PWASO_preFusion,R,4.3.3,16.0,8.0,1.1,1.0,262.0,,,c6i.4xlarge,16,0.68,0.7480000000000001,3.1271701388888896e-05,0.748031271701389
316,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWASO_FusionModel,PWASO_FusionModel,TIGAR,v1,16.0,8.0,0.01,22.0,51.0,,,c6i.4xlarge,16,0.68,0.1496,5.533854166666667e-08,0.14960005533854168
317,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWASO_PWAS,PWASO_PWAS,TIGAR,v1,16.0,8.0,0.44,22.0,4.5,,,c6i.4xlarge,16,0.68,6.582400000000001,2.1484375e-07,6.582400214843751
318,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWASO_MergePWAS,PWASO_MergePWAS,bash,4.4.20,4.0,4.0,0.01,1.0,0.69,,,c6i.xlarge,4,0.17,0.0017000000000000001,7.486979166666667e-10,0.0017000007486979167
319,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWASO_ACAT,PWASO_ACAT,R,4.3.3,8.0,4.0,0.01,1.0,0.24,,,c6i.2xlarge,8,0.34,0.0034000000000000002,2.6041666666666667e-10,0.0034000002604166668
320,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,FUSION_plot,FUSION_plot,R,4.3.3,16.0,8.0,0.29,1.0,99.0,,,c6i.4xlarge,16,0.68,0.19720000000000001,3.1152343749999997e-06,0.197203115234375
321,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,FUSION_report,FUSION_report,R,4.3.3,8.0,4.0,0.03,1.0,190.0,,,c6i.2xlarge,8,0.34,0.0102,6.184895833333334e-07,0.010200618489583334
322,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWASO_Plot,PWASO_Plot,R,4.3.3,8.0,4.0,0.13,1.0,41.0,,,c6i.2xlarge,8,0.34,0.0442,5.783420138888889e-07,0.044200578342013894
323,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWASO_Summary,PWASO_Summary,python,3.7.12,4.0,4.0,0.02,1.0,0.52,,,c6i.xlarge,4,0.17,0.0034000000000000002,1.1284722222222225e-09,0.0034000011284722226
324,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,PWAS_report,PWAS_report,R,4.3.3,8.0,4.0,0.23,1.0,26624.0,,,c6i.2xlarge,8,0.34,0.0782,0.0006644444444444445,0.07886444444444445
325,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,MR_coloc,MR_prep_genotype,plink,v1.90b7.2,12.0,12.0,0.08,1.0,7884.8,,,c6i.4xlarge,16,0.68,0.054400000000000004,6.844444444444445e-05,0.05446844444444445
326,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,MR_coloc,OneSampleMR,ivreg,0.6_2,12.0,4.0,0.1,1.0,274.0,,,c6i.4xlarge,16,0.68,0.068,2.973090277777778e-06,0.06800297309027778
327,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,MR_coloc,Colocalization,coloc,5.2.3,16.0,4.0,0.12,1.0,3481.6,,,c6i.4xlarge,16,0.68,0.0816,4.5333333333333335e-05,0.08164533333333333
328,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,MR_coloc,MR_plot,R,4.3.3,12.0,4.0,0.11,1.0,102.0,,,c6i.4xlarge,16,0.68,0.0748,1.2174479166666668e-06,0.07480121744791667
329,커스텀 분석,PWAS,Proteome-Wide Association Study(PWAS),"Olink, Microarray",Inhouse,1.0.0,MR_coloc,Coloc_Locuszoom,locuszoom,1.4,16.0,4.0,3.4,1.0,112.0,,,c6i.4xlarge,16,0.68,2.3120000000000003,4.1319444444444445e-05,2.312041319444445
