idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고,instance_type,instance_vcpu,instance_hourly_rate,compute_cost_usd,storage_cost_usd,total_cost_usd
246,Single Cell RNA,심화분석,scRNA_parse_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,qc_merge,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
247,Single Cell RNA,심화분석,scRNA_parse_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,integration_annot,Seurat,5.2.1,64.0,200.0,12.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,3096.576,0.028645833333333336,3096.6046458333335
248,Single Cell RNA,심화분석,scRNA_parse_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,select,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
249,Single Cell RNA,심화분석,scRNA_parse_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,DE,Seurat,5.2.1,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
250,Single Cell RNA,심화분석,scRNA_parse_kinnex,All Single-cell platform,inhouse,1.0.0,Post-processing,Functional Analysis,clusterprofiler,4.18.4,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
251,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,Pre-processing,RegularizeSamplesCsv,python,2.1.0,1.0,0.1,0.1,1.0,0.1,서채화,BCL 78G 4 sample 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
252,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,INPUT_READS,MakeBclConvertSamplesheet,python,3.12.4,1.0,0.1,0.1,1.0,0.1,서채화,BCL 78G 4 sample 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
253,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,INPUT_READS,BclConvert,bcl-convert,3.9.3,8.0,40.0,0.5,8.0,238000.0,서채화,BCL 78G 4 sample 기준,c6i.8xlarge,32.0,1.36,5.44,0.01291232638888889,5.45291232638889
254,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,INPUT_READS,TrimFq,cutadapt,5.0,2.0,1.0,0.1,2.0,788.0,서채화,"BCL 78G 4 sample 기준, plate well 개수 반복",c6i.large,2.0,0.085,0.017,8.550347222222225e-06,0.017008550347222224
255,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,INPUT_READS,BarcodeParser,bc_parser,0.15.0,1.0,0.1,0.1,1.0,3.0,서채화,"BCL 78G 4 sample 기준, plate well 개수 반복",c6i.large,2.0,0.085,0.0085,3.255208333333334e-08,0.008500032552083333
256,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,INPUT_READS,FastQC,fastqc,0.12.1,2.0,0.1,0.1,2.0,2.0,서채화,"BCL 78G 4 sample 기준, plate well 개수 반복",c6i.large,2.0,0.085,0.017,2.170138888888889e-08,0.01700002170138889
257,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,INPUT_READS,MultiQC,multiqc,1.14,1.0,0.1,0.1,1.0,7.0,서채화,"BCL 78G 4 sample 기준, plate well 개수 반복",c6i.large,2.0,0.085,0.0085,7.595486111111113e-08,0.008500075954861111
258,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,INPUT_READS,MergeDemux,python,3.12.4,1.0,0.1,0.1,1.0,0.1,서채화,BCL 78G 4 sample 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
259,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,ALIGNMENT,StarSolo,STAR,2.7.11a,14.0,0.1,0.1,14.0,520000.0,서채화,"BCL 78G 4 sample 기준, plate well 개수 반복",c6i.4xlarge,16.0,0.68,0.9520000000000001,0.005642361111111111,0.9576423611111112
260,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,ALIGNMENT,StarSolo,pigz,2.8,16.0,0.1,0.1,16.0,44.0,서채화,"BCL 78G 4 sample 기준, plate well 개수 반복",c6i.4xlarge,16.0,0.68,1.088,4.774305555555556e-07,1.0880004774305556
261,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,ALIGNMENT,MergeStar,python,3.12.4,1.0,0.1,0.1,1.0,392.0,서채화,BCL 78G 4 sample 기준,c6i.large,2.0,0.085,0.0085,4.253472222222223e-06,0.008504253472222223
262,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,CELL_CALLING,CellMetricsGeneration,python,3.12.4,5.0,30.0,0.1,5.0,13.0,서채화,BCL 78G 4 sample 기준,c6i.4xlarge,16.0,0.68,0.34,1.410590277777778e-07,0.3400001410590278
263,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,CELL_CALLING,BeadFiltering,python,3.12.4,5.0,30.0,0.1,5.0,2.0,서채화,BCL 78G 4 sample 기준,c6i.4xlarge,16.0,0.68,0.34,2.170138888888889e-08,0.34000002170138893
264,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,CELL_CALLING,FilteredMatrixGeneration,python,3.12.4,5.0,30.0,0.2,5.0,496.0,서채화,BCL 78G 4 sample 기준,c6i.4xlarge,16.0,0.68,0.68,1.076388888888889e-05,0.6800107638888889
265,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,CELL_CALLING,FilteredMatrixGeneration,pigz,2.8,5.0,0.1,0.1,5.0,630.0,서채화,BCL 78G 4 sample 기준,c6i.2xlarge,8.0,0.34,0.17,6.8359375e-06,0.17000683593750002
266,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,CELL_CALLING,SampleStats,python,3.12.4,5.0,30.0,0.1,5.0,0.1,서채화,BCL 78G 4 sample 기준,c6i.4xlarge,16.0,0.68,0.34,1.0850694444444448e-09,0.34000000108506945
267,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,SAMPLE_REPORTING,SampleReportGeneration,python,3.12.4,1.0,0.1,0.1,1.0,0.1,서채화,BCL 78G 4 sample 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
268,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,MultiSampleReport,MultiSampleReport,python,3.12.4,1.0,0.1,0.1,1.0,0.1,서채화,BCL 78G 4 sample 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
269,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,LibraryMetricsGeneration,LibraryMetricsGeneration,python,3.12.4,1.0,0.1,0.1,1.0,0.1,서채화,BCL 78G 4 sample 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
270,Single Cell RNA,기본분석,scRNA_scale_illumina,"QuatumScale, Illumina",Pre-processing(scalebio_illumina),2.1.0,LibraryReportGeneration,LibraryReportGeneration,python,3.12.4,1.0,0.1,0.1,1.0,0.1,서채화,BCL 78G 4 sample 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444448e-09,0.008500001085069445
271,Single Cell RNA,심화분석,scRNA_scale_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,qc_merge,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
272,Single Cell RNA,심화분석,scRNA_scale_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,integration_annot,Seurat,5.2.1,64.0,200.0,12.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,3096.576,0.028645833333333336,3096.6046458333335
273,Single Cell RNA,심화분석,scRNA_scale_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,select,Seurat,5.2.1,64.0,200.0,6.0,64.0,22000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.014322916666666668,1548.3023229166668
274,Single Cell RNA,심화분석,scRNA_scale_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,DE,Seurat,5.2.1,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
275,Single Cell RNA,심화분석,scRNA_scale_illumina,All Single-cell platform,inhouse,1.0.0,Post-processing,Functional Analysis,clusterprofiler,4.18.4,64.0,200.0,6.0,64.0,17000.0,서채화,8 sample 기준,r6i.16xlarge,64.0,4.032,1548.288,0.011067708333333334,1548.2990677083333
276,Spatial,기본분석,geomx,Bruker Nanostring_GeoMx,GeoMxDSP,3.2,Pre-processing,Process_DCC,geomxngspipeline,3.2.0.35,64.0,10.0,0.1,64.0,141000.0,서채화,"one plate, 121 AOI 기준",c6i.16xlarge,64.0,2.72,17.408,0.0015299479166666667,17.409529947916667
277,Spatial,기본분석,cosmx,Bruker Nanostring_CosMx,AtoMx,1.0.0,Pre-processing,Pre-processing,AtoMx,2.1.0,,,24.0,,5000.0,서채화,"one slide, 45 fov 기준",,,0.0,0.0,0.013020833333333334,0.013020833333333334
278,Spatial,심화분석,cosmx,Bruker Nanostring_CosMx,inhouse,1.0.0,Post-processing,Post-processing,Giotto,4.2.2,64.0,200.0,12.0,64.0,10000.0,서채화,"one slide, 45 fov 기준",r6i.16xlarge,64.0,4.032,3096.576,0.013020833333333334,3096.5890208333335
279,Microarray,Gene Expression,microarray,Microarray,inhouse,1.0.0,Expression,Analysis,Expression console,1.4,6.0,4.0,0.1,1.0,80.0,김현승,1샘플(약 25Mb) 기준,c6i.2xlarge,8.0,0.34,0.034,8.680555555555556e-07,0.03400086805555556
280,Microarray,Gene Expression,microarray,Microarray,inhouse,1.0.0,Visualization,Graph,R,4.0.5,1.0,1.0,0.1,1.0,15.0,김현승,1샘플(약 25Mb) 기준,c6i.large,2.0,0.085,0.0085,1.627604166666667e-07,0.008500162760416667
281,Microarray,Gene Expression,microarray,Microarray,inhouse,1.0.0,DEG analysis,DEG,python,2.7.5,1.0,1.0,0.1,1.0,10.0,김현승,1샘플(약 25Mb) 기준,c6i.large,2.0,0.085,0.0085,1.0850694444444445e-07,0.008500108506944446
282,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,FASTQ_QC,FASTQC,fastqc,0.12.1,1.0,1.0,0.1,1.0,2.0,이신석,"TBS, 120x 기준",c6i.large,2.0,0.085,0.0085,2.170138888888889e-08,0.00850002170138889
283,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,TRIM,TRIM,trim_galore,0.6.10,4.0,1.0,1.5,1.0,5000.0,이신석,"TBS, 120x 기준",c6i.xlarge,4.0,0.17,0.255,0.0008138020833333334,0.2558138020833333
284,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,ALIGN,BISMARK,bismark,0.24.2,30.0,52.0,3.5,1.0,9000.0,이신석,"TBS, 120x 기준",c6i.8xlarge,32.0,1.36,4.760000000000001,0.00341796875,4.763417968750001
285,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,DEDUPLICATE,DEDUPLICATE_BISMARK,deduplicate_bismark,0.24.2,2.0,7.0,0.5,1.0,7000.0,이신석,"TBS, 120x 기준",c6i.xlarge,4.0,0.17,0.085,0.00037977430555555556,0.08537977430555556
286,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,METHYLATION_CALL,METHYLATION_CALL,bismark_methylation_extractor,0.24.2,12.0,3.0,1.5,1.0,7000.0,이신석,"TBS, 120x 기준",c6i.4xlarge,16.0,0.68,1.02,0.0011393229166666667,1.0211393229166668
287,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_SORT,samtools,1.19.2,1.0,1.0,0.5,1.0,4000.0,이신석,"TBS, 120x 기준",c6i.large,2.0,0.085,0.0425,0.0002170138888888889,0.04271701388888889
288,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_INDEX,samtools,1.19.2,1.0,1.0,0.1,1.0,4.0,이신석,"TBS, 120x 기준",c6i.large,2.0,0.085,0.0085,4.340277777777778e-08,0.008500043402777779
289,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_STATS,samtools,1.19.2,1.0,1.0,0.1,1.0,1.0,이신석,"TBS, 120x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
290,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,COVERAGE,MOSDEPTH_COVERAGE,mosdepth,0.3.6,4.0,2.0,0.1,1.0,500.0,이신석,"TBS, 120x 기준",c6i.xlarge,4.0,0.17,0.017,5.4253472222222224e-06,0.017005425347222224
291,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,COVERAGE,BEDTOOLS_COVERAGE,bedtools,2.31.1,2.0,3.0,0.2,1.0,12000.0,이신석,"TBS, 120x 기준",c6i.large,2.0,0.085,0.017,0.00026041666666666666,0.017260416666666667
292,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,MULTIQC,MULTIQC,multiqc,1.14,2.0,1.0,0.1,1.0,8.0,이신석,"TBS, 120x 기준",c6i.large,2.0,0.085,0.0085,8.680555555555556e-08,0.008500086805555557
293,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,Plots,MAKE_INPUT,C,8.5.0,1.0,1.0,0.2,1.0,9.0,이신석,"TBS, 120x 기준",c6i.large,2.0,0.085,0.017,1.953125e-07,0.0170001953125
294,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.0.1,Plots,R_PLOTS,R,4.4.2,1.0,4.0,0.1,1.0,1.0,이신석,"TBS, 120x 기준",c6i.large,2.0,0.085,0.0085,1.0850694444444445e-08,0.008500010850694444
295,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.0.1,DMR_ANALYSIS,RNBEADS_SNP_FILTER,R,4.4.2,4.0,16.0,0.2,1.0,1000.0,이신석,4 sample 기준,c6i.2xlarge,8.0,0.34,0.068,2.170138888888889e-05,0.0680217013888889
296,Targeted Methylation Sequencing,Human/Mouse DMR 분석,Target BS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.0.1,DMR_ANALYSIS,DMR_ANALYSIS,R,4.4.2,4.0,10.0,0.5,1.0,30.0,이신석,4 sample 기준,c6i.2xlarge,8.0,0.34,0.17,1.6276041666666668e-06,0.17000162760416668
297,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,FASTQ_QC,FASTQC,fastqc,0.12.1,1.0,1.0,0.1,1.0,3.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.0085,3.255208333333334e-08,0.008500032552083333
298,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,TRIM,TRIM,trim_galore,0.6.10,4.0,1.0,14.5,1.0,55000.0,이신석,"WGBS, 50x 기준",c6i.xlarge,4.0,0.17,2.4650000000000003,0.08653428819444445,2.551534288194445
299,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,ALIGN,BISMARK,bismark,0.24.2,30.0,60.0,34.5,1.0,100000.0,이신석,"WGBS, 50x 기준",c6i.8xlarge,32.0,1.36,46.92,0.37434895833333337,47.29434895833334
300,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,DEDUPLICATE,DEDUPLICATE_BISMARK,deduplicate_bismark,0.24.2,2.0,42.0,4.5,1.0,75000.0,이신석,"WGBS, 50x 기준",c6i.8xlarge,32.0,1.36,6.12,0.03662109375,6.15662109375
301,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,METHYLATION_CALL,METHYLATION_CALL,bismark_methylation_extractor,0.24.2,12.0,8.0,8.0,1.0,110000.0,이신석,"WGBS, 50x 기준",c6i.4xlarge,16.0,0.68,5.44,0.09548611111111112,5.535486111111111
302,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_SORT,samtools,1.19.2,1.0,1.0,4.5,1.0,45000.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.3825,0.02197265625,0.40447265625
303,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_INDEX,samtools,1.19.2,1.0,1.0,0.3,1.0,10.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.025500000000000002,3.255208333333334e-07,0.025500325520833336
304,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_STATS,samtools,1.19.2,1.0,1.0,0.7,1.0,1.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.0595,7.595486111111111e-08,0.059500075954861106
305,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,COVERAGE,MOSDEPTH_COVERAGE,mosdepth,0.3.6,4.0,2.0,0.2,1.0,4500.0,이신석,"WGBS, 50x 기준",c6i.xlarge,4.0,0.17,0.034,9.765625e-05,0.034097656250000004
306,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,CH_CALL,CH_CALL,bismark2bedGraph,0.24.2,2.0,2.0,16.0,3.0,22500.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,4.08,0.0390625,4.1190625
307,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,MULTIQC,MULTIQC,multiqc,1.14,2.0,1.0,0.1,1.0,8.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.0085,8.680555555555556e-08,0.008500086805555557
308,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.1.1,PLOTS,MAKE_INPUT,C,8.5.0,1.0,1.0,0.5,1.0,9.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.0425,4.8828125e-07,0.042500488281250005
309,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.0.1,PLOTS,R_PLOTS,R,4.4.2,1.0,6.0,0.2,1.0,1.0,이신석,"WGBS, 50x 기준",c6i.xlarge,4.0,0.17,0.034,2.170138888888889e-08,0.03400002170138889
310,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.0.1,DMR_ANALYSIS,RNBEADS_SNP_FILTER,R,4.4.2,4.0,32.0,0.5,1.0,2600.0,이신석,2 sample 기준,c6i.4xlarge,16.0,0.68,0.34,0.0001410590277777778,0.3401410590277778
311,Whole Genome Bisulfite Sequencing ,Human/Mouse DMR 분석,WGBS DMR 분석 - human/mouse,Illumina NovaSeq,inhouse,1.0.1,DMR_ANALYSIS,DMR_ANALYSIS,R,4.4.2,4.0,15.0,0.3,1.0,230.0,이신석,2 sample 기준,c6i.2xlarge,8.0,0.34,0.10200000000000001,7.486979166666667e-06,0.10200748697916667
312,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,FASTQ_QC,FASTQC,fastqc,0.12.1,1.0,1.0,0.1,1.0,3.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.0085,3.255208333333334e-08,0.008500032552083333
313,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,TRIM,TRIM,trim_galore,0.6.10,4.0,1.0,14.5,1.0,55000.0,이신석,"WGBS, 50x 기준",c6i.xlarge,4.0,0.17,2.4650000000000003,0.08653428819444445,2.551534288194445
314,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,ALIGN,BISMARK_GENOME_PREPARE,bismark_genome_preparation,0.24.2,4.0,10.0,1.6,1.0,15000.0,이신석,"WGBS, 50x 기준",c6i.2xlarge,8.0,0.34,0.544,0.002604166666666667,0.5466041666666667
315,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,ALIGN,BISMARK_ALIGN,bismark,0.24.2,30.0,60.0,34.5,1.0,100000.0,이신석,"WGBS, 50x 기준",c6i.8xlarge,32.0,1.36,46.92,0.37434895833333337,47.29434895833334
316,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,DEDUPLICATE,DEDUPLICATE_BISMARK,deduplicate_bismark,0.24.2,2.0,42.0,4.5,1.0,75000.0,이신석,"WGBS, 50x 기준",c6i.8xlarge,32.0,1.36,6.12,0.03662109375,6.15662109375
317,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,METHYLATION_CALL,METHYLATION_CALL,bismark_methylation_extractor,0.24.2,12.0,8.0,8.0,1.0,110000.0,이신석,"WGBS, 50x 기준",c6i.4xlarge,16.0,0.68,5.44,0.09548611111111112,5.535486111111111
318,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_SORT,samtools,1.19.2,1.0,1.0,4.5,1.0,45000.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.3825,0.02197265625,0.40447265625
319,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_INDEX,samtools,1.19.2,1.0,1.0,0.3,1.0,10.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.025500000000000002,3.255208333333334e-07,0.025500325520833336
320,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,SAMTOOLS_STATS,SAMTOOLS_STATS,samtools,1.19.2,1.0,1.0,0.7,1.0,1.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.0595,7.595486111111111e-08,0.059500075954861106
321,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,COVERAGE,MOSDEPTH_COVERAGE,mosdepth,0.3.6,4.0,2.0,0.2,1.0,4500.0,이신석,"WGBS, 50x 기준",c6i.xlarge,4.0,0.17,0.034,9.765625e-05,0.034097656250000004
322,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,CH_CALL,CH_CALL,bismark2bedGraph,0.24.2,2.0,2.0,16.0,3.0,22500.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,4.08,0.0390625,4.1190625
323,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,MULTIQC,MULTIQC,multiqc,1.14,2.0,1.0,0.1,1.0,8.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.0085,8.680555555555556e-08,0.008500086805555557
324,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.1.1,PLOTS,MAKE_INPUT,C,8.5.0,1.0,1.0,0.5,1.0,9.0,이신석,"WGBS, 50x 기준",c6i.large,2.0,0.085,0.0425,4.8828125e-07,0.042500488281250005
325,Whole Genome Bisulfite Sequencing ,Human/Mouse 이외 기본 분석,WGBS DMR 분석 - human/mouse 외,Illumina NovaSeq,inhouse,1.0.1,PLOTS,R_PLOTS,R,4.4.2,1.0,6.0,0.2,1.0,1.0,이신석,"WGBS, 50x 기준",c6i.xlarge,4.0,0.17,0.034,2.170138888888889e-08,0.03400002170138889
