idx,직무(업무명),업무세부내역,Analysis_name,Platfom,Pipeline Name,Pipeline Version,Group,Step,tools,version,CPUs,MEM(G),TIME(hr),nTask(병렬),SIZE(MB),USER,비고
390,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,gtfToCallingIntervals,GATK,4.5.0.0,1,4,0.01,1,3,양요한,WTS 7Gb 크기 기준
391,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,StarGenerateReferences,STAR,2.5.3a,8,32,0.8,1,1690,양요한,WTS 7Gb 크기 기준
392,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,RsemGenerateReferences,RSEM,1.3.1,8,32,0.2,1,1690,양요한,WTS 7Gb 크기 기준
393,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,QC,splfq1,awk,,1,4,0.01,1,30,양요한,WTS 7Gb 크기 기준
394,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,ribopicker_1,bwa,0.5.9-r16,8,32,0.5,1,6450,양요한,WTS 7Gb 크기 기준
395,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,Alignment,StarAlign_human,STAR,2.5.3a,8,32,1,1,2300,양요한,WTS 7Gb 크기 기준
396,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,StarAlign_mouse,STAR,2.5.3a,8,32,1,1,2300,양요한,WTS 7Gb 크기 기준
397,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,StarAlign_after_filtering,STAR,2.5.3a,8,32,1,1,2300,양요한,WTS 7Gb 크기 기준
398,Short RNA Sequencing,심화분석,,Illumina NovaSeq,xeno_filtering,1.0.0,Xenograft filtering,Xenofiltering,XenofilteR,1.6.0,4,32,0.5,1,2100,양요한,WTS 7Gb 크기 기준
399,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,Abundance Estimation,rsem_exp,RSEM,1.3.1,8,32,0.4,1,40,양요한,WTS 7Gb 크기 기준
400,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,Differential gene expression,trinity_DEG,trinity,2.14,2,8,0.1,1,120,양요한,WTS 7Gb 크기 기준
401,Short RNA Sequencing,심화분석,,Illumina NovaSeq,RNASeq통합분석,1.0.0,,pre_heatmap,R,4.1.0,2,8,0.1,1,1690,양요한,WTS 7Gb 크기 기준
402,Short RNA Sequencing,심화분석,,Illumina NovaSeq,"Functional Analysis(GO, KEGG)",1.0.0,Enrichment Analysis,"KEGG, Ontology Analysis",clusterprofiler,3.18.1,1,1,0.5,1,40,양요한,1개 조합 DEG
403,Short RNA Sequencing,기본분석,20250605_CNBU_SONGMINSEOK,Illumina NovaSeq,inhouse,1.0.0,DATA PARSING,DATA SELECTION,R,4.2.0,1,1,0.1,1,5,양요한,human expression table 기준
404,Short RNA Sequencing,기본분석,,Illumina NovaSeq,inhouse,1.0.0,,Rrprocessing,R,4.2.0,1,1,0.1,1,10,양요한,human expression table 기준
405,Short RNA Sequencing,기본분석,,Illumina NovaSeq,inhouse,1.0.0,Custom plot,Data processing,R,4.2.0,1,1,0.5,1,10,양요한,human expression table 기준
406,Short RNA Sequencing,기본분석,,Illumina NovaSeq,inhouse,1.0.0,,Visualization,R,4.2.0,1,1,0.5,1,2,양요한,plot 1개 기준
407,Short RNA Sequencing,기본분석,LeeJinWuk_ontology Custom plot,Illumina NovaSeq,inhouse,1.0.0,CUSTOM_Data Seperate,Data Seperate,awk,4.0.2,1,0.1,0.2,1,2,김현승,기본 RNAseq 5Gb 기준
408,Short RNA Sequencing,기본분석,,Illumina NovaSeq,inhouse,1.0.0,CUSTOM_Plot,Visualization,R,4.0.5,1,1,0.5,1,2,김현승,기본 RNAseq 5Gb 기준
409,Short RNA Sequencing,기본분석,Custom plot,Illumina NovaSeq,inhouse,1.0.0,CUSTOM_test,Data parsing&test,R,4.0.5,1,1,4,1,2,김현승,기본 RNAseq 5Gb 기준
410,Short RNA Sequencing,기본분석,,Illumina NovaSeq,inhouse,1.0.0,CUSTOM_Data Seperate,Data Seperate,awk,4.0.2,1,0.1,0.2,1,2,김현승,기본 RNAseq 5Gb 기준
411,Short RNA Sequencing,기본분석,,Illumina NovaSeq,inhouse,1.0.0,CUSTOM_Plot,Visualization,R,4.0.5,1,1,0.5,1,2,김현승,기본 RNAseq 5Gb 기준
